ElementID,Type,Volume,Sxx,Syy,Szz,Sxy,Sxz,Syz,Exx,Eyy,Ezz,Exy,Exz,Eyz
254,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
255,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
256,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
257,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
258,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
259,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
260,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
261,C3D8,0.327084,0,0,0,0,0,0,0,0,0,0,0,0
262,C3D8,0.327088,0,0,0,0,0,0,0,0,0,0,0,0
263,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
264,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
265,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
266,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
267,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
268,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
269,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
270,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
271,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
272,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
273,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
274,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
275,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
276,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
277,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
278,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
279,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
280,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
281,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
282,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
